Zona;Contrato;Uso;Direccion Suministro;Contador;Diametro;F.Instalacion;Marca;Emplazamiento;Edad
"	Z024";274026;DOMÉSTICO;C/OLLERIAS, Nº, 13;41007;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";9365395;DOMÉSTICO;C/OLLERIAS, Nº, 2 -BJ;41098;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274031;DOMÉSTICO;C/OLLERIAS, Nº, 7;41099;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274032;DOMÉSTICO;C/OLLERIAS, Nº, 8;1265;13;30/04/2019;Sin Determinar;Sin determinar;5
"	Z024";274037;DOMÉSTICO;C/OLLERIAS, Nº 1;41097;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";9487562;DOMÉSTICO;C/OLLERIAS, Nº 3;41103;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";9872103;DOMÉSTICO;C/OLLERIAS, Nº 4;41101;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274033;DOMÉSTICO;C/OLLERIAS, Nº 5;41104;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274034;DOMÉSTICO;C/OLLERIAS, Nº 6;41102;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273375;DOMÉSTICO;C/ROMERO, Nº, 1-1;40986;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273374;DOMÉSTICO;C/ROMERO, Nº, 1-2;40988;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273644;DOMÉSTICO;C/ROMERO, Nº, 16;40902;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273638;DOMÉSTICO;C/ROMERO, Nº, 3;40987;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";9191250;DOMÉSTICO;C/ROMERO, Nº 10;40985;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273641;DOMÉSTICO;C/ROMERO, Nº 11;40960;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";268697;DOMÉSTICO;C/ROMERO, Nº 5;40991;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274154;DOMÉSTICO;C/SALVADOR AMOROS, Nº, 15;43353;15;01/10/2021;Sin Determinar;Sin determinar;3
"	Z024";273458;DOMÉSTICO;C/SALVADOR AMOROS, Nº, 17;41293;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274148;DOMÉSTICO;C/SALVADOR AMOROS, Nº, 4;41286;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274149;DOMÉSTICO;C/SALVADOR AMOROS, Nº, 5;41290;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274151;DOMÉSTICO;C/SALVADOR AMOROS, Nº, 6;40643;15;28/08/2020;Sin Determinar;Sin determinar;4
"	Z024";3025259;DOMÉSTICO;C/SALVADOR AMOROS, Nº, 8;41288;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";9320262;DOMÉSTICO;C/SALVADOR AMOROS, Nº 1;41283;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274153;DOMÉSTICO;C/SALVADOR AMOROS, Nº 10;41287;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274147;DOMÉSTICO;C/SALVADOR AMOROS, Nº 2;41282;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";267653;DOMÉSTICO;C/SALVADOR AMOROS, Nº 3;41281;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";275142;DOMÉSTICO;C/SALVADOR AMOROS, Nº 9;41291;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273384;DOMÉSTICO;C/SAN FRANCISCO, Nº, 1;41502;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273660;DOMÉSTICO;C/SAN FRANCISCO, Nº, 3;42243;15;07/12/2020;Sin Determinar;Sin determinar;4
"	Z024";273657;DOMÉSTICO;C/SAN FRANCISCO, Nº, 4;41500;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273661;DOMÉSTICO;C/SAN FRANCISCO, Nº, 5;41507;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";268702;DOMÉSTICO;C/SAN FRANCISCO, Nº, 8;42244;15;07/12/2020;Sin Determinar;Sin determinar;4
"	Z024";273655;DOMÉSTICO;C/SAN FRANCISCO, Nº 2;41499;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";59099;DOMÉSTICO;C/SAN FRANCISCO, Nº 7;41497;15;01/10/2021;Sin Determinar;Sin determinar;3
"	Z024";268765;DOMÉSTICO;C/SAN JORGE, Nº, 1;41198;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274201;DOMÉSTICO;C/SAN JORGE, Nº, 11;41228;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274192;DOMÉSTICO;C/SAN JORGE, Nº, 12;41232;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274200;DOMÉSTICO;C/SAN JORGE, Nº, 13;41231;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274193;DOMÉSTICO;C/SAN JORGE, Nº, 14;41226;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";3020293;DOMÉSTICO;C/SAN JORGE, Nº, 15;41230;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274194;DOMÉSTICO;C/SAN JORGE, Nº, 16;41213;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";268176;DOMÉSTICO;C/SAN JORGE, Nº, 17;41224;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";267266;DOMÉSTICO;C/SAN JORGE, Nº, 19;41207;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";275114;DOMÉSTICO;C/SAN JORGE, Nº, 2 BIS;41197;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";275745;DOMÉSTICO;C/SAN JORGE, Nº, 21;41208;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274196;DOMÉSTICO;C/SAN JORGE, Nº, 23;41221;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";275616;DOMÉSTICO;C/SAN JORGE, Nº, 3;41201;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274186;DOMÉSTICO;C/SAN JORGE, Nº, 4;41203;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274189;DOMÉSTICO;C/SAN JORGE, Nº, 5;41194;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274188;DOMÉSTICO;C/SAN JORGE, Nº, 6;41202;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274202;DOMÉSTICO;C/SAN JORGE, Nº, 7;41195;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";9255570;OBRAS;C/SAN JORGE, Nº, 8;41200;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";267541;DOMÉSTICO;C/SAN JORGE, Nº, 9;41233;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274191;DOMÉSTICO;C/SAN JORGE, Nº 10;41199;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";267550;DOMÉSTICO;C/SAN ROQUE, Nº, 1;41570;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273445;DOMÉSTICO;C/SAN ROQUE, Nº, 10;41538;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";268444;DOMÉSTICO;C/SAN ROQUE, Nº, 11;41588;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273447;DOMÉSTICO;C/SAN ROQUE, Nº, 12;41537;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";3014912;DOMÉSTICO;C/SAN ROQUE, Nº, 13;41541;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273452;DOMÉSTICO;C/SAN ROQUE, Nº, 16;41536;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273441;DOMÉSTICO;C/SAN ROQUE, Nº, 3;41564;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273446;DOMÉSTICO;C/SAN ROQUE, Nº, 5;41593;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273448;DOMÉSTICO;C/SAN ROQUE, Nº, 7;41539;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";267264;DOMÉSTICO;C/SAN ROQUE, Nº 14;41540;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";267011;DOMÉSTICO;C/SAN ROQUE, Nº 15;41542;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";58955;DOMÉSTICO;C/SAN ROQUE, Nº 19;41535;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273440;DOMÉSTICO;C/SAN ROQUE, Nº 4;41569;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273443;DOMÉSTICO;C/SAN ROQUE, Nº 6;41587;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";59085;DOMÉSTICO;C/SAN ROQUE, Nº 8;41592;15;01/07/2021;Sin Determinar;Sin determinar;3
"	Z024";274216;DOMÉSTICO;C/TALEGA, Nº, 10;41204;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";275323;DOMÉSTICO;C/TALEGA, Nº, 11;41106;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274217;DOMÉSTICO;C/TALEGA, Nº, 12;41210;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";267175;DOMÉSTICO;C/TALEGA, Nº, 14;41120;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";9637285;OBRAS;C/TALEGA, Nº, 16;41126;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";9510886;DOMÉSTICO;C/TALEGA, Nº, 17;41110;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274224;DOMÉSTICO;C/TALEGA, Nº, 18 -1;41127;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274222;DOMÉSTICO;C/TALEGA, Nº, 18 -BJ;41121;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274226;DOMÉSTICO;C/TALEGA, Nº, 19;41109;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274208;DOMÉSTICO;C/TALEGA, Nº, 2;42230;15;02/12/2020;Sin Determinar;Sin determinar;4
"	Z024";59149;DOMÉSTICO;C/TALEGA, Nº, 20 -B;41107;15;01/07/2022;Sin Determinar;Sin determinar;2
"	Z024";274229;DOMÉSTICO;C/TALEGA, Nº, 21;41095;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";9846891;DOMÉSTICO;C/TALEGA, Nº, 22;41122;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274232;DOMÉSTICO;C/TALEGA, Nº, 23;41100;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274228;DOMÉSTICO;C/TALEGA, Nº, 24;41111;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274230;DOMÉSTICO;C/TALEGA, Nº, 26;40522;15;27/04/2020;Sin Determinar;Sin determinar;4
"	Z024";268032;DOMÉSTICO;C/TALEGA, Nº, 28;41113;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";9049185;DOMÉSTICO;C/TALEGA, Nº, 30;41112;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";268926;DOMÉSTICO;C/TALEGA, Nº, 31;41053;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274234;DOMÉSTICO;C/TALEGA, Nº, 32;41096;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";59295;DOMÉSTICO;C/TALEGA, Nº, 34;41080;15;01/04/2024;Sin Determinar;Sin determinar;0
"	Z024";267324;DOMÉSTICO;C/TALEGA, Nº, 35;41082;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274211;DOMÉSTICO;C/TALEGA, Nº, 5;41124;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274212;DOMÉSTICO;C/TALEGA, Nº, 6;41211;15;01/02/2020;Sin Determinar;Sin determinar;4
"	Z024";10023976;DOMÉSTICO;C/TALEGA, Nº, 7;41119;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274213;DOMÉSTICO;C/TALEGA, Nº, 8;41205;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274218;DOMÉSTICO;C/TALEGA, Nº 13;41108;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274219;DOMÉSTICO;C/TALEGA, Nº 15;41114;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274235;DOMÉSTICO;C/TALEGA, Nº 29;41047;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274209;DOMÉSTICO;C/TALEGA, Nº 4;41206;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";59153;DOMÉSTICO;C/TALEGA, Nº 9;41125;15;01/10/2022;Sin Determinar;Sin determinar;2
"	Z024";273428;DOMÉSTICO;C/TEJARES, Nº, 10 BIS -B;43313;15;07/09/2021;Sin Determinar;Sin determinar;3
"	Z024";273429;DOMÉSTICO;C/TEJARES, Nº, 12;41990;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273433;DOMÉSTICO;C/TEJARES, Nº, 15;41966;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273418;DOMÉSTICO;C/TEJARES, Nº, 2;41092;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273424;DOMÉSTICO;C/TEJARES, Nº, 6 -A;41981;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273421;DOMÉSTICO;C/TEJARES, Nº, 7;41986;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";9910960;DOMÉSTICO;C/TEJARES, Nº, 9;41987;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";58912;DOMÉSTICO;C/TEJARES, Nº 14;41988;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";58981;DOMÉSTICO;C/TEJARES, Nº 16;41984;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";275040;DOMÉSTICO;C/TEJARES, Nº 18;42247;15;07/12/2020;Sin Determinar;Sin determinar;4
"	Z024";268387;DOMÉSTICO;C/TEJARES, Nº 20;2411;13;30/04/2019;Sin Determinar;Sin determinar;5
"	Z024";273431;DOMÉSTICO;C/TEJARES, Nº 22;41967;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";59111;DOMÉSTICO;C/TEJARES, Nº 26;41961;15;01/01/2022;Sin Determinar;Sin determinar;2
"	Z024";58951;DOMÉSTICO;C/TEJARES, Nº 3;43326;15;20/09/2021;Sin Determinar;Sin determinar;3
"	Z024";59241;DOMÉSTICO;C/TEJARES, Nº 6, Plt C;41982;15;05/10/2023;Sin Determinar;Sin determinar;1
"	Z024";275218;DOMÉSTICO;C/TEJARES, Nº 8;41983;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274040;DOMÉSTICO;C/VICENTE PEREZ, Nº 2;43324;15;20/09/2021;Sin Determinar;Sin determinar;3
"	Z024";274039;DOMÉSTICO;C/VICENTE PEREZ, Nº 4;42246;15;07/12/2020;Sin Determinar;Sin determinar;4
"	Z024";273941;DOMÉSTICO;CM. DE LA VIRGEN, Nº 10;42787;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";9845248;DOMÉSTICO;CM. DE LA VIRGEN, Nº 11;42964;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";268874;DOMÉSTICO;CM. DE LA VIRGEN, Nº 12, Plt 1º;42786;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";273939;DOMÉSTICO;CM. DE LA VIRGEN, Nº 12, Plt BAJO;42782;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";275624;DOMÉSTICO;CM. DE LA VIRGEN, Nº 13;42963;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";9063831;DOMÉSTICO;CM. DE LA VIRGEN, Nº 14, B;42781;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";273938;DOMÉSTICO;CM. DE LA VIRGEN, Nº 14, Plt BAJO;42788;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";275541;MUNICIPAL;CM. DE LA VIRGEN, Nº 15, BAJO;42343;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273937;DOMÉSTICO;CM. DE LA VIRGEN, Nº 18;43244;15;01/10/2021;Sin Determinar;Sin determinar;3
"	Z024";275210;DOMÉSTICO;CM. DE LA VIRGEN, Nº 2;42779;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";59287;DOMÉSTICO;CM. DE LA VIRGEN, Nº 2, A;42973;15;01/04/2024;Sin Determinar;Sin determinar;0
"	Z024";9840750;DOMÉSTICO;CM. DE LA VIRGEN, Nº 20;42960;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";273922;DOMÉSTICO;CM. DE LA VIRGEN, Nº 24;42951;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";275536;MUNICIPAL;CM. DE LA VIRGEN, Nº 25, BAJO;43178;15;25/02/2021;Sin Determinar;Sin determinar;3
"	Z024";273921;DOMÉSTICO;CM. DE LA VIRGEN, Nº 26;43247;15;23/03/2021;Sin Determinar;Sin determinar;3
"	Z024";273909;DOMÉSTICO;CM. DE LA VIRGEN, Nº 31;42988;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";273910;DOMÉSTICO;CM. DE LA VIRGEN, Nº 33;42974;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";268001;DOMÉSTICO;CM. DE LA VIRGEN, Nº 34;42338;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273911;DOMÉSTICO;CM. DE LA VIRGEN, Nº 34, Plt BAJO;42975;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";274012;DOMÉSTICO;CM. DE LA VIRGEN, Nº 35;40644;15;03/09/2020;Sin Determinar;Sin determinar;4
"	Z024";273917;DOMÉSTICO;CM. DE LA VIRGEN, Nº 36, Plt BAJO;42950;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";273918;DOMÉSTICO;CM. DE LA VIRGEN, Nº 37;42955;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";273919;DOMÉSTICO;CM. DE LA VIRGEN, Nº 38;42342;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";275270;DOMÉSTICO;CM. DE LA VIRGEN, Nº 38, A;42969;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";275562;MUNICIPAL;CM. DE LA VIRGEN, Nº 43;43167;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";275563;MUNICIPAL;CM. DE LA VIRGEN, Nº 44;1001;13;30/04/2019;Sin Determinar;Sin determinar;5
"	Z024";275543;MUNICIPAL;CM. DE LA VIRGEN, Nº 47;43177;15;25/02/2021;Sin Determinar;Sin determinar;3
"	Z024";275386;OBRAS;CM. DE LA VIRGEN, Nº 49;42954;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";275625;DOMÉSTICO;CM. DE LA VIRGEN, Nº 5;42896;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";273943;DOMÉSTICO;CM. DE LA VIRGEN, Nº 6;42784;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";267979;DOMÉSTICO;CM. DE LA VIRGEN, Nº 7;42961;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";273942;DOMÉSTICO;CM. DE LA VIRGEN, Nº 8;42785;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";9845280;DOMÉSTICO;CM. DE LA VIRGEN, Nº 9;43293;15;09/06/2021;Sin Determinar;Sin determinar;3
"	Z024";275640;DOMÉSTICO;CM. DE LA VIRGEN, Nº 9, BAJO;43235;15;11/03/2021;Sin Determinar;Sin determinar;3
"	Z024";275391;DOMÉSTICO;CM. FONTSANTA, Nº 2, BAJO;42889;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";275393;DOMÉSTICO;CM. FONTSANTA, Nº 3, BAJO;42956;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";275513;DOMÉSTICO;CM. FONTSANTA, Nº 4, BAJO;42890;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";275395;DOMÉSTICO;CM. FONTSANTA, Nº 5, BAJO;42962;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";275621;DOMÉSTICO;CM. FONTSANTA, Nº 6, Plt 1º;42894;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z024";273988;DOMÉSTICO;PLZA. DE LAS OLLAS, Nº 12;41815;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274022;DOMÉSTICO;PLZA. DE LAS OLLAS, Nº 14;41011;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274024;DOMÉSTICO;PLZA. DE LAS OLLAS, Nº 16;41012;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274020;DOMÉSTICO;PLZA. DE LAS OLLAS, Nº 2;41005;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";275338;DOMÉSTICO;PLZA. DE LAS OLLAS, Nº 3;41009;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274019;DOMÉSTICO;PLZA. DE LAS OLLAS, Nº 4;41010;15;13/10/2020;Sin Determinar;Sin determinar;4
"	Z024";267535;DOMÉSTICO;PLZA. DE LAS OLLAS, Nº 5;41014;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274017;DOMÉSTICO;PLZA. DE LAS OLLAS, Nº 6;41115;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274016;DOMÉSTICO;PLZA. DE LAS OLLAS, Nº 7;40979;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274015;DOMÉSTICO;PLZA. DE LAS OLLAS, Nº 8;40984;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273989;DOMÉSTICO;PLZA. DE LAS OLLAS, Nº 9;40978;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273971;DOMÉSTICO;PLZA. ESPAÑA, Nº 10;41825;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273970;DOMÉSTICO;PLZA. ESPAÑA, Nº 11;41832;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";3028543;DOMÉSTICO;PLZA. ESPAÑA, Nº 12;41857;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";266939;DOMÉSTICO;PLZA. ESPAÑA, Nº 13, Plt 1º, - INCE.;41858;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";275296;DOMÉSTICO;PLZA. ESPAÑA, Nº 14;1097;30;30/04/2019;Sin Determinar;Sin determinar;5
"	Z024";273965;DOMÉSTICO;PLZA. ESPAÑA, Nº 15;41870;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";268905;DOMÉSTICO;PLZA. ESPAÑA, Nº 15, LOCAL;41865;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";275361;DOMÉSTICO;PLZA. ESPAÑA, Nº 15, Plt 1º;41867;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273966;DOMÉSTICO;PLZA. ESPAÑA, Nº 15, Plt 2, IZ;41871;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";275301;DOMÉSTICO;PLZA. ESPAÑA, Nº 15, Plt 2º;41868;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";268812;DOMÉSTICO;PLZA. ESPAÑA, Nº 16, B;41846;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";267263;DOMÉSTICO;PLZA. ESPAÑA, Nº 16, Plt 1º, DH;41853;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";274066;DOMÉSTICO;PLZA. ESPAÑA, Nº 19;41852;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";268888;DOMÉSTICO;PLZA. ESPAÑA, Nº 2, Plt BAJO;41854;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";275274;DOMÉSTICO;PLZA. ESPAÑA, Nº 3;41864;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";275468;DOMÉSTICO;PLZA. ESPAÑA, Nº 4;41859;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273976;DOMÉSTICO;PLZA. ESPAÑA, Nº 5;41863;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273974;DOMÉSTICO;PLZA. ESPAÑA, Nº 6;41336;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273975;DOMÉSTICO;PLZA. ESPAÑA, Nº 7;41335;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";273972;DOMÉSTICO;PLZA. ESPAÑA, Nº 9;41827;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z024";267904;DOMÉSTICO;TRAVESSERA DEL MATAOR, Nº, S/N -OB;42952;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";59226;DOMÉSTICO; AVDA. DE ALICANTE, Nº 2, Plt 1º, E;43433;15;16/08/2023;Sin Determinar;Sin determinar;1
"	Z026";59252;DOMÉSTICO; AVDA. DE ALICANTE, Nº 2, Plt 3º, C;43442;15;01/12/2023;Sin Determinar;Sin determinar;1
"	Z026";59218;DOMÉSTICO; AVDA. DE ALICANTE, Nº 2, Plt 3º, D;43426;15;13/07/2023;Sin Determinar;Sin determinar;1
"	Z026";59124;DOMÉSTICO; AVDA. DE ALICANTE, Nº 2, Plt 3º, E;42029;15;05/05/2022;Sin Determinar;Sin determinar;2
"	Z026";58917;DOMÉSTICO; AVDA. DE ALICANTE, Nº 20, Plt 1º;43016;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";59203;HOSTELERIA; AVDA. DE ALICANTE, Nº 21;43418;15;03/05/2023;Sin Determinar;Sin determinar;1
"	Z026";59202;DOMÉSTICO; AVDA. DE ALICANTE, Nº 5, Plt 3º, IZ;43417;15;19/04/2023;Sin Determinar;Sin determinar;1
"	Z026";59272;DOMÉSTICO; AVDA. DE ALICANTE, Nº 6, Plt 2, IZQ;43461;15;21/02/2024;Sin Determinar;Sin determinar;0
"	Z026";59177;DOMÉSTICO; AVDA. DE CASTALLA, Nº 11, Plt 1º, B;43402;15;01/01/2023;Sin Determinar;Sin determinar;1
"	Z026";59261;DOMÉSTICO; AVDA. DE CASTALLA, Nº 13, Plt 1, A;43447;15;01/01/2024;Sin Determinar;Sin determinar;0
"	Z026";59028;DOMÉSTICO; AVDA. DE CASTALLA, Nº 6;42982;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";59201;SERV. CONTRAINCENDIOS; AVDA. PAIS VALENCIA, Nº 23, B.INC ELS ESPIES;43416;65;01/04/2023;Sin Determinar;Sin determinar;1
"	Z026";59279;DOMÉSTICO; AVDA. PAIS VALENCIA, Nº 23, Plt 1, E;43464;15;07/03/2024;Sin Determinar;Sin determinar;0
"	Z026";59187;DOMÉSTICO; AVDA. PAIS VALENCIA, Nº 23, Plt 2, A;43413;15;15/03/2023;Sin Determinar;Sin determinar;1
"	Z026";59293;DOMÉSTICO; AVDA. PAIS VALENCIA, Nº 23, Plt 2, C;43469;15;24/04/2024;Sin Determinar;Sin determinar;0
"	Z026";59291;DOMÉSTICO; AVDA. PAIS VALENCIA, Nº 23, Plt 2, D;43467;15;10/04/2024;Sin Determinar;Sin determinar;0
"	Z026";59273;DOMÉSTICO; AVDA. PAIS VALENCIA, Nº 23, Plt 2, F;43458;15;19/02/2024;Sin Determinar;Sin determinar;0
