Zona;Contrato;Uso;Direccion Suministro;Contador;Diametro;F.Instalacion;Marca;Emplazamiento;Edad
"	Z026";59285;DOMÉSTICO; AVDA. PAIS VALENCIA, Nº 23, Plt 2º, B;43436;15;01/04/2024;Sin Determinar;Sin determinar;0
"	Z026";59253;DOMÉSTICO; AVDA. PAIS VALENCIA, Nº 23, Plt 2º, E;43444;15;11/12/2023;Sin Determinar;Sin determinar;1
"	Z026";59225;DOMÉSTICO; AVDA. PAIS VALENCIA, Nº 23, Plt 2º, G;43432;15;07/08/2023;Sin Determinar;Sin determinar;1
"	Z026";59240;DOMÉSTICO; AVDA. PAIS VALENCIA, Nº 23, Plt 3º, C;43439;15;02/11/2023;Sin Determinar;Sin determinar;1
"	Z026";59246;DOMÉSTICO; AVDA. PAIS VALENCIA, Nº 23, Plt BAJO, A;43441;15;10/11/2023;Sin Determinar;Sin determinar;1
"	Z026";59231;DOMÉSTICO; AVDA. PAIS VALENCIA, Nº 23, Plt BAJO, B;43434;15;01/10/2023;Sin Determinar;Sin determinar;1
"	Z026";59017;DOMÉSTICO; AVDA. PAIS VALENCIA, Nº 6;42335;15;01/12/2020;Sin Determinar;Sin determinar;4
"	Z026";273623;DOMÉSTICO; C/COSTA, Nº 3;41577;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268660;DOMÉSTICO; C/FARMACÉUTIC D. ANTONIO NAVARRO, Nº 1, Plt 1º;43197;15;08/03/2021;Sin Determinar;Sin determinar;3
"	Z026";58985;DOMÉSTICO; C/GENERAL AZCARRAGA, Nº 17, BAJO;41650;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";58993;DOMÉSTICO; C/JUAN JOSE VALDES, Nº 1;41581;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";58928;DOMÉSTICO; C/MAISONNAVE, Nº 10;43092;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";59185;DOMÉSTICO; C/MAISONNAVE, Nº 8;43412;15;09/03/2023;Sin Determinar;Sin determinar;1
"	Z026";273593;DOMÉSTICO; C/MARQUES DE VILLAGRACIA, Nº 7;1014;13;30/04/2019;Sin Determinar;Sin determinar;5
"	Z026";275187;DOMÉSTICO; C/ONIL, Nº 1, Plt BAJO, B;2616;13;30/04/2019;Sin Determinar;Sin determinar;5
"	Z026";59212;DOMÉSTICO; C/ONIL, Nº 6, Plt 2º;43419;15;15/06/2023;Sin Determinar;Sin determinar;1
"	Z026";3025942;DOMÉSTICO; C/PADRE ARNAU, Nº 11, Plt 1º, DH;42155;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59106;DOMÉSTICO; C/SAN CRISTOBAL, Nº 14, Plt 4º, DH;43368;15;10/01/2022;Sin Determinar;Sin determinar;2
"	Z026";59089;DOMÉSTICO; C/SAN JERONIMO, Nº 5, Plt 1º, IZ;43363;15;01/10/2021;Sin Determinar;Sin determinar;3
"	Z026";273614;DOMÉSTICO; C/SAN JOSE, Nº 20;40446;15;29/07/2019;Sin Determinar;Sin determinar;5
"	Z026";59178;DOMÉSTICO; C/SERRETA SAN NICOLAS , Nº 3, Plt 3º, A;43403;15;01/02/2023;Sin Determinar;Sin determinar;1
"	Z026";59054;DOMÉSTICO; C/SERRETA SAN NICOLAS , Nº 3, Plt 4º, B;43281;15;01/04/2021;Sin Determinar;Sin determinar;3
"	Z026";274962;DOMÉSTICO; CM. DEL SALTET, Nº 36, (SENDA FERRIZ);43156;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275471;DOMÉSTICO; PLZA. CONVENTO , Nº 2, Plt BAJO;42014;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267037;DOMÉSTICO; PLZA. CONVENTO , Nº 3, Plt BAJO, B;42036;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";273599;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 2;43305;15;31/08/2021;Sin Determinar;Sin determinar;3
"	Z026";268605;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 2, Plt 1º;43306;15;31/08/2021;Sin Determinar;Sin determinar;3
"	Z026";275120;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 2, Plt 2º;43304;15;31/08/2021;Sin Determinar;Sin determinar;3
"	Z026";275121;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 2, Plt 3º;43307;15;31/08/2021;Sin Determinar;Sin determinar;3
"	Z026";59163;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 3;41620;14;01/10/2022;Sin Determinar;Sin determinar;2
"	Z026";273604;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 4;41616;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";273603;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 5;41615;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";273602;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 6;41614;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267800;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, -CP-;41417;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267828;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, Plt 1º, A;41423;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267810;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, Plt 1º, B;41431;15;23/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267801;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, Plt 1º, C;41432;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267834;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, Plt 1º, D;41427;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267795;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, Plt 1º, E;41415;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267835;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, Plt 1º, F;41433;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";8948579;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, Plt 2º, A;43195;15;08/03/2021;Sin Determinar;Sin determinar;3
"	Z026";9686578;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, Plt 2º, B;41419;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59242;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, Plt 2º, C;41428;15;01/10/2023;Sin Determinar;Sin determinar;1
"	Z026";267822;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, Plt 2º, D;41416;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267816;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, Plt BAJO, A;41421;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267802;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, Plt BAJO, B;41422;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267796;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, Plt BAJO, C;41426;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267818;DOMÉSTICO; PLZA. DON JUAN IZQUIERDO , Nº 7, Plt BAJO, D;41418;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275174;DOMÉSTICO;AVDA. DE ALICANTE, Nº, 21 -1 IZ;43039;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275177;DOMÉSTICO;AVDA. DE ALICANTE, Nº, 21 -EN;43047;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275222;INDUSTRIAL;AVDA. DE ALICANTE, Nº, 23 -BJ A;42574;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";59112;DOMÉSTICO;AVDA. DE ALICANTE, Nº 1, Plt 1º, DH;40519;15;01/02/2022;Sin Determinar;Sin determinar;2
"	Z026";274549;DOMÉSTICO;AVDA. DE ALICANTE, Nº 1, Plt 1º, IZ;40497;15;01/04/2020;Sin Determinar;Sin determinar;4
"	Z026";275715;DOMÉSTICO;AVDA. DE ALICANTE, Nº 1, Plt 2º, DH;40520;15;01/04/2020;Sin Determinar;Sin determinar;4
"	Z026";274550;DOMÉSTICO;AVDA. DE ALICANTE, Nº 1, Plt 2º, IZ;40434;15;01/04/2020;Sin Determinar;Sin determinar;4
"	Z026";274551;DOMÉSTICO;AVDA. DE ALICANTE, Nº 1, Plt 3º, DH;40435;15;03/05/2019;Sin Determinar;Sin determinar;5
"	Z026";9496411;DOMÉSTICO;AVDA. DE ALICANTE, Nº 1, Plt 3º, IZ;40436;15;03/05/2019;Sin Determinar;Sin determinar;5
"	Z026";9516579;COMERCIAL;AVDA. DE ALICANTE, Nº 10, BAJO;43113;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275331;DOMÉSTICO;AVDA. DE ALICANTE, Nº 10;43119;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";58897;DOMÉSTICO;AVDA. DE ALICANTE, Nº 10, Plt 1º, IZ;43320;15;15/09/2021;Sin Determinar;Sin determinar;3
"	Z026";59179;DOMÉSTICO;AVDA. DE ALICANTE, Nº 10, Plt 2º, IZ;43118;15;01/01/2023;Sin Determinar;Sin determinar;1
"	Z026";274575;DOMÉSTICO;AVDA. DE ALICANTE, Nº 10, Plt 4º;43117;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";58937;DOMÉSTICO;AVDA. DE ALICANTE, Nº 10, Plt BAJO, DH;40473;15;01/10/2019;Sin Determinar;Sin determinar;5
"	Z026";267698;INDUSTRIAL;AVDA. DE ALICANTE, Nº 11, BIS;43106;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274589;DOMÉSTICO;AVDA. DE ALICANTE, Nº 11, Plt 1º, DH;43109;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";58932;DOMÉSTICO;AVDA. DE ALICANTE, Nº 11, Plt 1º, IZ;40464;15;01/08/2019;Sin Determinar;Sin determinar;5
"	Z026";274598;DOMÉSTICO;AVDA. DE ALICANTE, Nº 11, Plt 2º, DH;43108;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274601;DOMÉSTICO;AVDA. DE ALICANTE, Nº 11, Plt 2º, IZ;43107;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274599;DOMÉSTICO;AVDA. DE ALICANTE, Nº 11, Plt 3º, DH;43103;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268698;DOMÉSTICO;AVDA. DE ALICANTE, Nº 11, Plt 3º, IZ;43102;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274602;DOMÉSTICO;AVDA. DE ALICANTE, Nº 11, Plt BAJO, A;43104;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268522;DOMÉSTICO;AVDA. DE ALICANTE, Nº 11, Plt BAJO, B;43100;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";267744;INDUSTRIAL;AVDA. DE ALICANTE, Nº 12, BAJO;1400;13;30/04/2019;Sin Determinar;Sin determinar;5
"	Z026";267342;DOMÉSTICO;AVDA. DE ALICANTE, Nº 12, Plt 04, DH;43075;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274581;DOMÉSTICO;AVDA. DE ALICANTE, Nº 12, Plt 1º, DH;43073;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275582;DOMÉSTICO;AVDA. DE ALICANTE, Nº 12, Plt 1º, IZ;43077;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274577;DOMÉSTICO;AVDA. DE ALICANTE, Nº 12, Plt 2º, DH;43070;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274578;DOMÉSTICO;AVDA. DE ALICANTE, Nº 12, Plt 3º, DH;43076;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268077;DOMÉSTICO;AVDA. DE ALICANTE, Nº 12, Plt 3º, I;43072;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";267967;DOMÉSTICO;AVDA. DE ALICANTE, Nº 12, Plt 3º, IZ;43071;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";267077;INDUSTRIAL;AVDA. DE ALICANTE, Nº 13, LOCAL 2;42377;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267869;DOMÉSTICO;AVDA. DE ALICANTE, Nº 13;42379;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9839769;DOMÉSTICO;AVDA. DE ALICANTE, Nº 13, LOCAL 1;42378;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275657;INDUSTRIAL;AVDA. DE ALICANTE, Nº 13, -CP-;42385;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9839758;DOMÉSTICO;AVDA. DE ALICANTE, Nº 13, Plt 1º, DH;42382;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274607;DOMÉSTICO;AVDA. DE ALICANTE, Nº 13, Plt 1º, IZ;42384;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274613;DOMÉSTICO;AVDA. DE ALICANTE, Nº 13, Plt 2º, DH;43404;15;16/02/2023;Sin Determinar;Sin determinar;1
"	Z026";274608;DOMÉSTICO;AVDA. DE ALICANTE, Nº 13, Plt 2º, IZ;42383;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274612;DOMÉSTICO;AVDA. DE ALICANTE, Nº 13, Plt 3º, DH;42390;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274609;DOMÉSTICO;AVDA. DE ALICANTE, Nº 13, Plt 3º, IZ;42389;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274610;DOMÉSTICO;AVDA. DE ALICANTE, Nº 13, Plt 4º, DH;42391;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274611;DOMÉSTICO;AVDA. DE ALICANTE, Nº 13, Plt 4º, IZ;42395;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274604;DOMÉSTICO;AVDA. DE ALICANTE, Nº 14;43074;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275368;DOMÉSTICO;AVDA. DE ALICANTE, Nº 15, -CP-;43033;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";8637618;COMERCIAL;AVDA. DE ALICANTE, Nº 15, BAJO B;43019;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274620;DOMÉSTICO;AVDA. DE ALICANTE, Nº 15, Plt 1º, DH;43030;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274619;DOMÉSTICO;AVDA. DE ALICANTE, Nº 15, Plt 1º, IZ;43036;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274618;DOMÉSTICO;AVDA. DE ALICANTE, Nº 15, Plt 2º, DH;43035;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";59182;DOMÉSTICO;AVDA. DE ALICANTE, Nº 15, Plt 2º, IZ;43018;15;01/01/2023;Sin Determinar;Sin determinar;1
"	Z026";274621;DOMÉSTICO;AVDA. DE ALICANTE, Nº 15, Plt 3º, DH;43031;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274622;DOMÉSTICO;AVDA. DE ALICANTE, Nº 15, Plt 3º, IZ;43034;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274617;DOMÉSTICO;AVDA. DE ALICANTE, Nº 15, Plt 4º, DH;43028;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274616;DOMÉSTICO;AVDA. DE ALICANTE, Nº 15, Plt 4º, IZ;43029;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274624;DOMÉSTICO;AVDA. DE ALICANTE, Nº 15, Plt BAJO, A;43023;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274626;DOMÉSTICO;AVDA. DE ALICANTE, Nº 15, Plt BAJO, C;43024;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274658;DOMÉSTICO;AVDA. DE ALICANTE, Nº 17, BAJO;42158;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275267;DOMÉSTICO;AVDA. DE ALICANTE, Nº 17, LOCAL;42166;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274628;DOMÉSTICO;AVDA. DE ALICANTE, Nº 18, Plt 1º;43056;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";267534;DOMÉSTICO;AVDA. DE ALICANTE, Nº 18, Plt 2º;43051;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274656;DOMÉSTICO;AVDA. DE ALICANTE, Nº 19, Plt 1º, DH;42386;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267899;DOMÉSTICO;AVDA. DE ALICANTE, Nº 19, Plt 1º, IZ;43032;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274657;DOMÉSTICO;AVDA. DE ALICANTE, Nº 19, Plt 2º, DH;42380;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274654;DOMÉSTICO;AVDA. DE ALICANTE, Nº 19, Plt 2º, IZ;42381;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268376;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, -CP-;42844;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268378;SERV. CONTRAINCENDIOS;AVDA. DE ALICANTE, Nº 2, B.INC.;43395;65;01/07/2022;Sin Determinar;Sin determinar;2
"	Z026";8640336;SERV. CONTRAINCENDIOS;AVDA. DE ALICANTE, Nº 2, B.INC.;893;65;30/04/2019;Sin Determinar;Sin determinar;5
"	Z026";8553256;COMERCIAL;AVDA. DE ALICANTE, Nº 2, LOCAL;42818;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";10104668;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 1º, A;42363;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268380;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 1º, B;42853;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";59072;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 1º, C;43298;15;01/07/2021;Sin Determinar;Sin determinar;3
"	Z026";59038;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 1º, D;43211;15;09/03/2021;Sin Determinar;Sin determinar;3
"	Z026";9230499;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 1º, F;42845;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";59086;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 1º, H;42358;15;08/09/2021;Sin Determinar;Sin determinar;3
"	Z026";9369600;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 1º, I;42825;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";59032;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 2, C;42967;15;01/02/2021;Sin Determinar;Sin determinar;3
"	Z026";268688;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 2º, A;42821;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268304;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 2º, B;42819;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";59062;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 2º, D;43290;15;25/05/2021;Sin Determinar;Sin determinar;3
"	Z026";59033;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 2º, E;43048;15;01/02/2021;Sin Determinar;Sin determinar;3
"	Z026";59255;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 2º, F;42848;15;01/01/2024;Sin Determinar;Sin determinar;0
"	Z026";9060250;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 2º, G;43215;15;09/03/2021;Sin Determinar;Sin determinar;3
"	Z026";3030609;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 2º, H;42852;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";9183538;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 2º, I;42820;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268316;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 3º, A;42826;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268307;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 3º, B;42824;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";59256;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 3º, F;43050;15;01/01/2024;Sin Determinar;Sin determinar;0
"	Z026";268386;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 3º, G;42857;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";8580626;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 3º, H;43216;15;09/03/2021;Sin Determinar;Sin determinar;3
"	Z026";58947;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 3º, I;40488;15;22/11/2019;Sin Determinar;Sin determinar;5
"	Z026";268313;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 4º, N;42356;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268357;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 4º, O;42855;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268372;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 4º, P;42366;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268735;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 4º, Q;42840;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268646;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 4º, R;42854;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268303;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 4º, S;42839;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268306;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 4º, T;42849;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";9884967;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 4º, U;42850;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268389;DOMÉSTICO;AVDA. DE ALICANTE, Nº 2, Plt 4º, V;42851;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274629;DOMÉSTICO;AVDA. DE ALICANTE, Nº 20;43011;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275709;DOMÉSTICO;AVDA. DE ALICANTE, Nº 20, Plt 2º;43015;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";8829139;DOMÉSTICO;AVDA. DE ALICANTE, Nº 20, Plt 3º;43012;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268633;DOMÉSTICO;AVDA. DE ALICANTE, Nº 20, Plt 4º;43017;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275170;DOMÉSTICO;AVDA. DE ALICANTE, Nº 21, -CP-;43042;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275178;DOMÉSTICO;AVDA. DE ALICANTE, Nº 21, Plt 1º, DH;43046;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";58969;DOMÉSTICO;AVDA. DE ALICANTE, Nº 21, Plt 2º, D;43041;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275175;DOMÉSTICO;AVDA. DE ALICANTE, Nº 21, Plt 2º, IZ;43037;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275179;DOMÉSTICO;AVDA. DE ALICANTE, Nº 21, Plt 3º, DH;43040;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275176;DOMÉSTICO;AVDA. DE ALICANTE, Nº 21, Plt 3º, IZ;43038;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275180;DOMÉSTICO;AVDA. DE ALICANTE, Nº 21, Plt 4º, DH;43045;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";267942;DOMÉSTICO;AVDA. DE ALICANTE, Nº 21, Plt 4º, IZ;43043;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275334;INDUSTRIAL;AVDA. DE ALICANTE, Nº 21, Plt BAJO, A;43044;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";3030231;DOMÉSTICO;AVDA. DE ALICANTE, Nº 22;43057;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";9363715;COMERCIAL;AVDA. DE ALICANTE, Nº 23, BAJO;42566;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275169;DOMÉSTICO;AVDA. DE ALICANTE, Nº 23, -CP-;42563;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";274184;DOMÉSTICO;AVDA. DE ALICANTE, Nº 23, Esc E/B, Plt 1º, D;42560;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275172;DOMÉSTICO;AVDA. DE ALICANTE, Nº 23, Esc E/B, Plt 1º, IZ;42567;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";267316;DOMÉSTICO;AVDA. DE ALICANTE, Nº 23, Esc E/B, Plt 2º, D;42564;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275171;DOMÉSTICO;AVDA. DE ALICANTE, Nº 23, Esc E/B, Plt 2º, IZ;42562;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";267917;DOMÉSTICO;AVDA. DE ALICANTE, Nº 23, Esc E/B, Plt 3º, D;42565;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275481;DOMÉSTICO;AVDA. DE ALICANTE, Nº 23, Esc E/B, Plt 3º, IZ;42568;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275168;DOMÉSTICO;AVDA. DE ALICANTE, Nº 23, Esc E/B, Plt 4º, DH;42559;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275173;DOMÉSTICO;AVDA. DE ALICANTE, Nº 23, Esc E/B, Plt 4º, IZ;42561;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268912;COMERCIAL;AVDA. DE ALICANTE, Nº 24, BAJO;43052;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";267819;DOMÉSTICO;AVDA. DE ALICANTE, Nº 24, Plt 1º;43078;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";267218;DOMÉSTICO;AVDA. DE ALICANTE, Nº 24, Plt 2º;43079;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";59193;COMERCIAL;AVDA. DE ALICANTE, Nº 25, BAJO;42538;15;01/04/2023;Sin Determinar;Sin determinar;1
"	Z026";273883;DOMÉSTICO;AVDA. DE ALICANTE, Nº 25, Plt 1º, DH;42530;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";268699;DOMÉSTICO;AVDA. DE ALICANTE, Nº 25, Plt 1º, IZ;42535;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";9848800;DOMÉSTICO;AVDA. DE ALICANTE, Nº 25, Plt 2º, DH;42537;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";273385;DOMÉSTICO;AVDA. DE ALICANTE, Nº 25, Plt 2º, IZ;42532;15;01/01/2021;Sin Determinar;Sin determinar;3
